Customer ID,Feedback Channel,Rating,Comment,Date
CUST1000,Email,,Had some issues,2024-08-26 00:21:02.271724
CUST1001,Email,5.0,,2024-04-03 00:21:02.271744
CUST1002,Email,,Good support,2024-01-02 00:21:02.271752
CUST1003,Email,5.0,Needs improvement,2024-01-09 00:21:02.271764
CUST1004,In-Person,1.0,Could be better,2023-11-14 00:21:02.271782
CUST1005,Website,2.0,Not happy with the response,2024-09-14 00:21:02.271791
CUST1006,Email,3.0,Disappointed,2024-06-23 00:21:02.271798
CUST1007,Email,5.0,,2024-04-26 00:21:02.271808
CUST1008,Email,5.0,Not happy with the response,2024-01-15 00:21:02.271818
CUST1009,Phone,1.0,Excellent experience,2024-09-26 00:21:02.271824
CUST1010,Phone,4.0,Loved it,2024-05-03 00:21:02.271829
CUST1011,Phone,2.0,Loved it,2023-12-10 00:21:02.271833
CUST1012,Email,2.0,Had some issues,2024-08-14 00:21:02.271838
CUST1013,Website,5.0,Not happy with the response,2024-10-08 00:21:02.271842
CUST1014,Phone,3.0,Very satisfied,2024-07-20 00:21:02.271846
CUST1015,In-Person,4.0,Loved it,2024-03-16 00:21:02.271850
CUST1016,Phone,2.0,Good support,2024-06-24 00:21:02.271854
CUST1017,Website,4.0,Could be better,2024-02-19 00:21:02.271858
CUST1018,Website,,,2024-09-10 00:21:02.271862
CUST1019,Phone,4.0,Quick resolution,2024-04-24 00:21:02.271866
CUST1020,Website,5.0,Great service,2023-11-23 00:21:02.271870
CUST1021,Email,5.0,Loved it,2024-05-15 00:21:02.271874
CUST1022,Email,2.0,Excellent experience,2024-02-23 00:21:02.271878
CUST1023,Phone,1.0,Excellent experience,2023-12-14 00:21:02.271882
CUST1024,Phone,2.0,Good support,2024-11-05 00:21:02.271886
CUST1025,In-Person,1.0,Excellent experience,2024-07-06 00:21:02.271891
CUST1026,Email,5.0,Very satisfied,2024-03-02 00:21:02.271895
CUST1027,Email,5.0,Could be better,2023-12-04 00:21:02.271898
CUST1028,Website,2.0,Disappointed,2024-04-03 00:21:02.271902
CUST1029,Phone,2.0,Quick resolution,2023-11-28 00:21:02.271906
CUST1030,In-Person,5.0,Had some issues,2024-07-13 00:21:02.271910
CUST1031,Email,5.0,Disappointed,2024-07-16 00:21:02.271914
CUST1032,Email,,Had some issues,2024-10-02 00:21:02.271917
CUST1033,Email,1.0,Excellent experience,2023-11-29 00:21:02.271923
CUST1034,Website,2.0,Disappointed,2024-01-15 00:21:02.271930
CUST1035,Website,4.0,Had some issues,2024-09-18 00:21:02.271936
CUST1036,Email,3.0,Needs improvement,2024-10-09 00:21:02.271943
CUST1037,Email,,Very satisfied,2024-07-01 00:21:02.271950
CUST1038,Phone,4.0,,2024-08-04 00:21:02.271956
CUST1039,In-Person,1.0,Good support,2024-09-16 00:21:02.271960
CUST1040,Email,5.0,Very satisfied,2024-07-07 00:21:02.271964
CUST1041,Phone,4.0,Quick resolution,2024-10-06 00:21:02.271968
CUST1042,Phone,4.0,Needs improvement,2024-06-12 00:21:02.271972
CUST1043,Website,5.0,Needs improvement,2024-08-18 00:21:02.271976
CUST1044,Phone,1.0,Good support,2024-10-05 00:21:02.271980
CUST1045,In-Person,,Good support,2024-02-08 00:21:02.271984
CUST1046,Phone,,Could be better,2024-10-01 00:21:02.271987
CUST1047,Email,2.0,Disappointed,2024-07-02 00:21:02.271991
CUST1048,Email,4.0,Disappointed,2024-02-12 00:21:02.271995
CUST1049,In-Person,2.0,Not happy with the response,2024-07-06 00:21:02.271999
CUST1050,In-Person,3.0,Very satisfied,2024-11-01 00:21:02.272003
CUST1051,Website,5.0,Very satisfied,2024-02-04 00:21:02.272007
CUST1052,Phone,2.0,Very satisfied,2024-07-03 00:21:02.272011
CUST1053,In-Person,4.0,Excellent experience,2023-12-28 00:21:02.272015
CUST1054,Email,5.0,Loved it,2024-09-13 00:21:02.272019
CUST1055,Phone,1.0,Could be better,2024-06-19 00:21:02.272022
CUST1056,In-Person,3.0,Loved it,2024-06-23 00:21:02.272026
CUST1057,Website,1.0,,2024-04-03 00:21:02.272030
CUST1058,In-Person,,Could be better,2023-12-15 00:21:02.272033
CUST1059,In-Person,4.0,Quick resolution,2024-01-23 00:21:02.272038
CUST1060,Email,2.0,Not happy with the response,2024-01-12 00:21:02.272045
CUST1061,Phone,1.0,Great service,2024-05-06 00:21:02.272052
CUST1062,Phone,1.0,Good support,2024-04-11 00:21:02.272060
CUST1063,Phone,2.0,Could be better,2024-04-08 00:21:02.272067
CUST1064,Email,3.0,Quick resolution,2023-11-29 00:21:02.272075
CUST1065,Phone,1.0,Great service,2024-03-10 00:21:02.272081
CUST1066,Phone,4.0,Had some issues,2024-07-14 00:21:02.272086
CUST1067,Email,4.0,Very satisfied,2024-06-16 00:21:02.272090
CUST1068,In-Person,4.0,Good support,2024-05-20 00:21:02.272094
CUST1069,Email,3.0,,2024-06-23 00:21:02.272100
CUST1070,Email,4.0,Not happy with the response,2024-03-27 00:21:02.272103
CUST1071,Email,5.0,,2024-10-14 00:21:02.272107
CUST1072,Website,,Good support,2023-11-20 00:21:02.272111
CUST1073,Phone,1.0,Not happy with the response,2023-12-22 00:21:02.272115
CUST1074,In-Person,1.0,Excellent experience,2024-02-20 00:21:02.272120
CUST1075,In-Person,3.0,Excellent experience,2024-01-27 00:21:02.272126
CUST1076,Phone,4.0,Could be better,2023-12-26 00:21:02.272133
CUST1077,In-Person,1.0,Had some issues,2024-03-30 00:21:02.272140
CUST1078,In-Person,4.0,Good support,2024-03-08 00:21:02.272146
CUST1079,Phone,3.0,Loved it,2023-12-24 00:21:02.272152
CUST1080,In-Person,,Had some issues,2023-11-27 00:21:02.272157
CUST1081,In-Person,2.0,,2024-10-13 00:21:02.272164
CUST1082,Phone,5.0,Very satisfied,2024-03-17 00:21:02.272170
CUST1083,Website,5.0,,2023-11-15 00:21:02.272173
CUST1084,Website,2.0,,2023-11-19 00:21:02.272177
CUST1085,Email,1.0,Had some issues,2024-08-07 00:21:02.272182
CUST1086,Website,,Very satisfied,2024-03-17 00:21:02.272186
CUST1087,Phone,5.0,Disappointed,2024-05-27 00:21:02.272189
CUST1088,Website,5.0,Good support,2024-03-22 00:21:02.272194
CUST1089,Phone,4.0,Had some issues,2023-12-15 00:21:02.272198
CUST1090,In-Person,5.0,Had some issues,2024-06-18 00:21:02.272201
CUST1091,Website,,Excellent experience,2024-05-18 00:21:02.272205
CUST1092,In-Person,1.0,,2024-07-10 00:21:02.272208
CUST1093,Website,2.0,,2024-04-11 00:21:02.272212
CUST1094,In-Person,4.0,,2024-04-04 00:21:02.272215
CUST1095,Website,5.0,Great service,2024-01-16 00:21:02.272219
CUST1096,Website,3.0,Quick resolution,2024-04-05 00:21:02.272223
CUST1097,Phone,3.0,Great service,2024-04-20 00:21:02.272228
CUST1098,In-Person,4.0,Needs improvement,2024-09-01 00:21:02.272231
CUST1099,Email,5.0,Great service,2024-09-24 00:21:02.272236
CUST1100,Website,4.0,,2024-06-25 00:21:02.272241
CUST1101,Website,4.0,Quick resolution,2024-06-16 00:21:02.272250
CUST1102,Website,1.0,Good support,2024-10-10 00:21:02.272257
CUST1103,In-Person,1.0,Loved it,2024-10-16 00:21:02.272264
CUST1104,Email,2.0,Disappointed,2024-08-19 00:21:02.272270
CUST1105,Phone,1.0,Had some issues,2024-03-12 00:21:02.272274
CUST1106,In-Person,2.0,Very satisfied,2024-08-14 00:21:02.272278
CUST1107,In-Person,1.0,Disappointed,2023-11-25 00:21:02.272283
CUST1108,Website,2.0,,2023-11-18 00:21:02.272289
CUST1109,Phone,3.0,Disappointed,2024-09-05 00:21:02.272296
CUST1110,Email,4.0,Very satisfied,2024-02-20 00:21:02.272303
CUST1111,In-Person,,Needs improvement,2024-09-12 00:21:02.272309
CUST1112,Website,4.0,Quick resolution,2024-08-07 00:21:02.272315
CUST1113,In-Person,5.0,Needs improvement,2024-03-27 00:21:02.272320
CUST1114,In-Person,2.0,Very satisfied,2024-06-16 00:21:02.272324
CUST1115,Website,4.0,Loved it,2024-04-25 00:21:02.272327
CUST1116,In-Person,,Could be better,2024-03-01 00:21:02.272331
CUST1117,Phone,3.0,Disappointed,2023-11-12 00:21:02.272335
CUST1118,In-Person,5.0,Very satisfied,2024-07-05 00:21:02.272339
CUST1119,Website,2.0,Loved it,2023-11-07 00:21:02.272342
CUST1120,Website,1.0,,2024-07-15 00:21:02.272346
CUST1121,Website,3.0,Not happy with the response,2024-03-08 00:21:02.272560
CUST1122,In-Person,5.0,Needs improvement,2024-06-20 00:21:02.272573
CUST1123,In-Person,1.0,Not happy with the response,2024-09-05 00:21:02.272579
CUST1124,Phone,4.0,Disappointed,2024-02-11 00:21:02.272585
CUST1125,In-Person,2.0,Not happy with the response,2024-08-06 00:21:02.272589
CUST1126,In-Person,,Excellent experience,2024-10-13 00:21:02.272592
CUST1127,Email,2.0,Needs improvement,2024-09-14 00:21:02.272596
CUST1128,Email,4.0,Not happy with the response,2024-08-03 00:21:02.272600
CUST1129,Email,4.0,,2024-10-03 00:21:02.272605
CUST1130,Website,5.0,Great service,2024-08-20 00:21:02.272609
CUST1131,Phone,3.0,,2024-07-01 00:21:02.272613
CUST1132,Email,4.0,Disappointed,2024-07-13 00:21:02.272620
CUST1133,Website,4.0,Disappointed,2024-03-31 00:21:02.272629
CUST1134,In-Person,1.0,Very satisfied,2024-07-22 00:21:02.272635
CUST1135,Phone,1.0,,2024-08-09 00:21:02.272642
CUST1136,Email,4.0,Disappointed,2024-03-10 00:21:02.272648
CUST1137,In-Person,,Excellent experience,2023-11-12 00:21:02.272652
CUST1138,Website,,Excellent experience,2023-12-21 00:21:02.272656
CUST1139,Phone,5.0,Could be better,2024-06-22 00:21:02.272660
CUST1140,Phone,,,2024-06-01 00:21:02.272663
CUST1141,In-Person,4.0,Quick resolution,2024-06-19 00:21:02.272667
CUST1142,Website,5.0,,2024-03-29 00:21:02.272670
CUST1143,In-Person,1.0,,2023-11-26 00:21:02.272674
CUST1144,Email,3.0,Could be better,2024-03-10 00:21:02.272678
CUST1145,Website,2.0,Quick resolution,2023-12-16 00:21:02.272682
CUST1146,Website,4.0,Not happy with the response,2024-05-25 00:21:02.272686
CUST1147,Email,3.0,Needs improvement,2024-06-11 00:21:02.272690
CUST1148,Website,5.0,,2024-09-21 00:21:02.272693
CUST1149,In-Person,1.0,Quick resolution,2024-02-16 00:21:02.272698
CUST1150,Email,5.0,Great service,2024-08-01 00:21:02.272702
CUST1151,In-Person,4.0,Great service,2024-07-24 00:21:02.272705
CUST1152,In-Person,3.0,Needs improvement,2024-09-04 00:21:02.272710
CUST1153,Email,5.0,Could be better,2024-05-30 00:21:02.272714
CUST1154,Email,1.0,Very satisfied,2024-03-14 00:21:02.272718
CUST1155,Email,2.0,Excellent experience,2024-02-19 00:21:02.272722
CUST1156,In-Person,4.0,Had some issues,2024-03-17 00:21:02.272726
CUST1157,Phone,5.0,Could be better,2024-10-01 00:21:02.272729
CUST1158,In-Person,4.0,Good support,2024-06-22 00:21:02.272733
CUST1159,Email,3.0,Disappointed,2023-12-04 00:21:02.272737
CUST1160,Website,4.0,Not happy with the response,2024-05-19 00:21:02.272741
CUST1161,Website,3.0,Had some issues,2024-01-18 00:21:02.272748
CUST1162,Website,4.0,,2024-03-08 00:21:02.272755
CUST1163,Website,2.0,Great service,2024-09-02 00:21:02.272762
CUST1164,In-Person,4.0,,2024-03-17 00:21:02.272768
CUST1165,Email,4.0,Could be better,2024-09-28 00:21:02.272775
CUST1166,Website,3.0,Quick resolution,2023-12-09 00:21:02.272781
CUST1167,Email,5.0,Not happy with the response,2023-12-21 00:21:02.272788
CUST1168,Website,1.0,Had some issues,2023-12-18 00:21:02.272793
CUST1169,In-Person,1.0,Very satisfied,2023-12-17 00:21:02.272798
CUST1170,Email,3.0,Great service,2024-05-23 00:21:02.272802
CUST1171,Email,3.0,Had some issues,2024-02-08 00:21:02.272805
CUST1172,Website,2.0,,2024-09-26 00:21:02.272809
CUST1173,Website,2.0,Disappointed,2024-08-24 00:21:02.272814
CUST1174,Phone,3.0,Loved it,2024-11-01 00:21:02.272818
CUST1175,Website,5.0,,2024-03-24 00:21:02.272821
CUST1176,In-Person,3.0,Quick resolution,2023-11-18 00:21:02.272825
CUST1177,In-Person,3.0,,2024-04-23 00:21:02.272829
CUST1178,Website,4.0,Disappointed,2024-06-07 00:21:02.272832
CUST1179,In-Person,,Quick resolution,2024-06-18 00:21:02.272836
CUST1180,Email,1.0,Needs improvement,2024-06-12 00:21:02.272840
CUST1181,Phone,3.0,Had some issues,2023-12-24 00:21:02.272844
CUST1182,In-Person,2.0,Loved it,2023-12-11 00:21:02.272848
CUST1183,Email,4.0,,2024-05-03 00:21:02.272852
CUST1184,Phone,,Quick resolution,2024-08-08 00:21:02.272857
CUST1185,Phone,5.0,Not happy with the response,2024-02-08 00:21:02.272863
CUST1186,In-Person,3.0,Needs improvement,2024-06-07 00:21:02.272871
CUST1187,In-Person,4.0,Could be better,2024-07-13 00:21:02.272877
CUST1188,Website,5.0,Quick resolution,2024-10-29 00:21:02.272884
CUST1189,In-Person,4.0,Loved it,2024-06-24 00:21:02.272890
CUST1190,Website,3.0,,2024-07-09 00:21:02.272896
CUST1191,Website,,Good support,2024-05-22 00:21:02.272901
CUST1192,Phone,4.0,Excellent experience,2023-12-09 00:21:02.272907
CUST1193,Website,1.0,Excellent experience,2024-02-27 00:21:02.272912
CUST1194,Email,,Could be better,2024-04-21 00:21:02.272915
CUST1195,Website,5.0,Could be better,2024-04-07 00:21:02.272920
CUST1196,Email,5.0,Excellent experience,2024-10-20 00:21:02.272924
CUST1197,In-Person,4.0,Not happy with the response,2024-09-16 00:21:02.272930
CUST1198,In-Person,3.0,,2024-06-17 00:21:02.272936
CUST1199,Phone,4.0,,2024-07-20 00:21:02.272942
CUST1200,Email,,Could be better,2024-01-21 00:21:02.272948
CUST1201,Phone,,Had some issues,2024-01-10 00:21:02.272955
CUST1202,Phone,2.0,Could be better,2024-01-05 00:21:02.272961
CUST1203,Email,2.0,Good support,2024-06-30 00:21:02.272968
CUST1204,Phone,1.0,,2024-05-06 00:21:02.272973
CUST1205,Phone,1.0,,2024-10-10 00:21:02.272979
CUST1206,Phone,5.0,,2024-10-04 00:21:02.272985
CUST1207,Website,3.0,Very satisfied,2024-03-19 00:21:02.272990
CUST1208,Phone,1.0,Loved it,2024-02-13 00:21:02.272994
CUST1209,In-Person,1.0,,2024-03-05 00:21:02.272998
CUST1210,Website,1.0,Needs improvement,2024-09-29 00:21:02.273006
CUST1211,Email,2.0,,2024-06-18 00:21:02.273012
CUST1212,In-Person,5.0,Needs improvement,2024-02-21 00:21:02.273019
CUST1213,Website,,Loved it,2023-12-08 00:21:02.273024
CUST1214,Phone,2.0,Needs improvement,2024-04-15 00:21:02.273032
CUST1215,Website,3.0,Loved it,2024-06-28 00:21:02.273038
CUST1216,In-Person,4.0,,2024-09-23 00:21:02.273045
CUST1217,Email,3.0,Good support,2024-10-06 00:21:02.273051
CUST1218,In-Person,4.0,Loved it,2024-04-03 00:21:02.273055
CUST1219,Email,5.0,Very satisfied,2024-01-15 00:21:02.273059
CUST1220,Phone,4.0,Very satisfied,2024-05-10 00:21:02.273063
CUST1221,In-Person,3.0,Quick resolution,2024-01-23 00:21:02.273068
CUST1222,Email,3.0,,2024-06-19 00:21:02.273072
CUST1223,In-Person,3.0,,2024-08-24 00:21:02.273076
CUST1224,Website,,Great service,2024-09-20 00:21:02.273079
CUST1225,Phone,4.0,Not happy with the response,2024-05-30 00:21:02.273083
CUST1226,In-Person,5.0,Great service,2024-08-18 00:21:02.273087
CUST1227,Phone,1.0,Excellent experience,2024-03-24 00:21:02.273091
CUST1228,Website,4.0,Had some issues,2024-02-17 00:21:02.273094
CUST1229,Email,1.0,Loved it,2024-01-07 00:21:02.273100
CUST1230,Website,3.0,,2024-04-17 00:21:02.273106
CUST1231,Email,,Had some issues,2024-08-27 00:21:02.273112
CUST1232,In-Person,1.0,,2024-03-30 00:21:02.273118
CUST1233,Phone,5.0,Good support,2024-01-24 00:21:02.273125
CUST1234,In-Person,,Great service,2024-03-27 00:21:02.273131
CUST1235,Email,1.0,Disappointed,2024-03-31 00:21:02.273138
CUST1236,Website,4.0,Quick resolution,2024-10-26 00:21:02.273144
CUST1237,In-Person,5.0,Not happy with the response,2024-09-21 00:21:02.273151
CUST1238,Website,2.0,Quick resolution,2024-02-11 00:21:02.273157
CUST1239,Email,3.0,Had some issues,2024-05-19 00:21:02.273163
CUST1240,Phone,,Good support,2024-02-18 00:21:02.273167
CUST1241,Phone,3.0,Loved it,2024-08-22 00:21:02.273171
CUST1242,Phone,3.0,,2024-01-02 00:21:02.273175
CUST1243,Phone,1.0,,2023-12-20 00:21:02.273178
CUST1244,Website,5.0,Needs improvement,2023-11-23 00:21:02.273182
CUST1245,In-Person,3.0,,2024-10-02 00:21:02.273186
CUST1246,Website,3.0,Disappointed,2024-10-08 00:21:02.273190
CUST1247,In-Person,3.0,Great service,2024-10-07 00:21:02.273193
CUST1248,In-Person,1.0,Very satisfied,2023-12-27 00:21:02.273201
CUST1249,Website,5.0,Great service,2024-03-20 00:21:02.273208
CUST1250,Phone,4.0,Great service,2024-03-20 00:21:02.273215
CUST1251,Email,3.0,Very satisfied,2024-02-21 00:21:02.273220
CUST1252,Phone,,Needs improvement,2024-02-11 00:21:02.273224
CUST1253,Phone,3.0,Not happy with the response,2023-11-24 00:21:02.273230
CUST1254,Email,3.0,,2024-09-18 00:21:02.273236
CUST1255,Website,5.0,Not happy with the response,2024-09-25 00:21:02.273243
CUST1256,Phone,3.0,Loved it,2024-04-19 00:21:02.273249
CUST1257,Phone,1.0,Quick resolution,2023-12-12 00:21:02.273253
CUST1258,In-Person,5.0,,2023-11-28 00:21:02.273257
CUST1259,Website,1.0,Could be better,2024-07-19 00:21:02.273262
CUST1260,In-Person,4.0,,2024-08-27 00:21:02.273268
CUST1261,Phone,,Very satisfied,2024-02-20 00:21:02.273275
CUST1262,Email,5.0,,2024-04-27 00:21:02.273282
CUST1263,Phone,5.0,Could be better,2024-03-26 00:21:02.273288
CUST1264,Email,2.0,Disappointed,2024-06-13 00:21:02.273295
CUST1265,Website,2.0,Needs improvement,2024-07-29 00:21:02.273299
CUST1266,In-Person,5.0,Needs improvement,2024-06-14 00:21:02.273303
CUST1267,Website,4.0,Had some issues,2024-01-01 00:21:02.273307
CUST1268,Phone,1.0,Not happy with the response,2024-01-27 00:21:02.273312
CUST1269,Email,5.0,Excellent experience,2024-09-24 00:21:02.273319
CUST1270,Phone,5.0,,2024-03-27 00:21:02.273324
CUST1271,Email,2.0,Not happy with the response,2024-10-23 00:21:02.273331
CUST1272,Website,,Had some issues,2024-04-22 00:21:02.273337
CUST1273,Email,1.0,Very satisfied,2023-11-06 00:21:02.273344
CUST1274,In-Person,2.0,,2024-03-09 00:21:02.273350
CUST1275,Phone,4.0,Great service,2024-09-26 00:21:02.273357
CUST1276,Email,2.0,Disappointed,2024-02-09 00:21:02.273363
CUST1277,Website,3.0,Very satisfied,2024-10-12 00:21:02.273370
CUST1278,Phone,5.0,Very satisfied,2024-02-24 00:21:02.273376
CUST1279,Email,5.0,Could be better,2024-06-09 00:21:02.273382
CUST1280,Website,,Disappointed,2024-04-06 00:21:02.273386
CUST1281,Phone,1.0,Not happy with the response,2024-10-02 00:21:02.273390
CUST1282,Email,4.0,,2024-04-21 00:21:02.273394
CUST1283,In-Person,1.0,Very satisfied,2024-05-13 00:21:02.273398
CUST1284,Phone,1.0,Not happy with the response,2024-08-29 00:21:02.273402
CUST1285,Email,3.0,Could be better,2023-11-21 00:21:02.273406
CUST1286,Website,4.0,Could be better,2024-10-04 00:21:02.273410
CUST1287,Website,,Had some issues,2024-10-15 00:21:02.273413
CUST1288,In-Person,5.0,Good support,2024-03-08 00:21:02.273417
CUST1289,In-Person,,Excellent experience,2024-05-07 00:21:02.273421
CUST1290,Email,3.0,Not happy with the response,2024-03-27 00:21:02.273425
CUST1291,Website,4.0,Could be better,2024-02-25 00:21:02.273429
CUST1292,Website,5.0,Very satisfied,2024-04-02 00:21:02.273433
CUST1293,Email,2.0,Not happy with the response,2024-09-14 00:21:02.273438
CUST1294,Email,3.0,Disappointed,2024-04-01 00:21:02.273442
CUST1295,Phone,3.0,Not happy with the response,2023-12-27 00:21:02.273446
CUST1296,Website,1.0,,2023-12-15 00:21:02.273450
CUST1297,Website,2.0,Could be better,2023-12-30 00:21:02.273454
CUST1298,Website,,,2023-12-11 00:21:02.273457
CUST1299,In-Person,5.0,,2024-08-19 00:21:02.273461
CUST1300,Website,3.0,Very satisfied,2024-01-17 00:21:02.273465
CUST1301,Phone,4.0,Excellent experience,2024-07-01 00:21:02.273468
CUST1302,Email,,,2024-02-14 00:21:02.273472
CUST1303,Website,1.0,Excellent experience,2023-11-11 00:21:02.273475
CUST1304,Website,5.0,Needs improvement,2024-07-26 00:21:02.273479
CUST1305,Email,1.0,Needs improvement,2024-09-22 00:21:02.273483
CUST1306,In-Person,1.0,Excellent experience,2024-06-05 00:21:02.273489
CUST1307,Phone,2.0,Good support,2024-07-14 00:21:02.273496
CUST1308,Email,2.0,Needs improvement,2024-10-23 00:21:02.273502
CUST1309,In-Person,3.0,Good support,2024-08-31 00:21:02.273510
CUST1310,Email,,Needs improvement,2024-02-10 00:21:02.273517
CUST1311,Website,5.0,,2024-05-27 00:21:02.273523
CUST1312,Email,5.0,Good support,2023-12-14 00:21:02.273527
CUST1313,Phone,2.0,Great service,2024-09-03 00:21:02.273531
CUST1314,Phone,2.0,Had some issues,2024-05-12 00:21:02.273535
CUST1315,In-Person,3.0,,2024-01-28 00:21:02.273538
CUST1316,In-Person,3.0,Very satisfied,2024-02-22 00:21:02.273542
CUST1317,Phone,5.0,,2023-12-04 00:21:02.273546
CUST1318,In-Person,5.0,,2024-10-22 00:21:02.273550
CUST1319,Email,,Disappointed,2024-06-23 00:21:02.273553
CUST1320,Phone,4.0,Great service,2024-02-25 00:21:02.273557
CUST1321,In-Person,3.0,Loved it,2024-04-12 00:21:02.273561
CUST1322,In-Person,1.0,,2024-04-07 00:21:02.273564
CUST1323,Website,3.0,Not happy with the response,2024-05-26 00:21:02.273568
CUST1324,In-Person,2.0,Good support,2024-01-23 00:21:02.273572
CUST1325,Email,4.0,,2024-03-20 00:21:02.273577
CUST1326,Phone,1.0,Quick resolution,2023-12-26 00:21:02.273581
CUST1327,Website,2.0,Disappointed,2024-05-29 00:21:02.273585
CUST1328,Phone,4.0,Needs improvement,2024-02-24 00:21:02.273589
CUST1329,In-Person,1.0,Good support,2024-03-16 00:21:02.273593
CUST1330,Phone,3.0,,2024-06-14 00:21:02.273597
