Customer ID,Feedback Channel,Rating,Comment,Date
CUST1331,Website,4.0,Great service,2024-09-11 00:21:02.273604
CUST1332,Website,3.0,Quick resolution,2024-05-02 00:21:02.273610
CUST1333,Email,5.0,Not happy with the response,2024-01-27 00:21:02.273617
CUST1334,In-Person,,Good support,2024-06-15 00:21:02.273622
CUST1335,Email,1.0,Not happy with the response,2024-01-25 00:21:02.273630
CUST1336,In-Person,2.0,Quick resolution,2024-02-23 00:21:02.273637
CUST1337,Email,,,2024-05-19 00:21:02.273642
CUST1338,Website,2.0,Good support,2024-08-26 00:21:02.273648
CUST1339,In-Person,3.0,,2023-12-26 00:21:02.273654
CUST1340,In-Person,5.0,Good support,2024-02-29 00:21:02.273658
CUST1341,In-Person,1.0,Loved it,2024-09-10 00:21:02.273662
CUST1342,Website,1.0,Excellent experience,2023-12-06 00:21:02.273666
CUST1343,Phone,5.0,Good support,2023-12-19 00:21:02.273671
CUST1344,Website,2.0,,2023-11-13 00:21:02.273674
CUST1345,Email,4.0,Could be better,2024-04-08 00:21:02.273678
CUST1346,Phone,5.0,Great service,2023-11-10 00:21:02.273682
CUST1347,Phone,5.0,Loved it,2024-03-06 00:21:02.273686
CUST1348,Website,2.0,Good support,2024-05-14 00:21:02.273691
CUST1349,In-Person,3.0,Had some issues,2024-07-02 00:21:02.273699
CUST1350,In-Person,2.0,Excellent experience,2024-06-11 00:21:02.273705
CUST1351,Phone,4.0,Not happy with the response,2024-01-24 00:21:02.273711
CUST1352,In-Person,5.0,Quick resolution,2024-04-17 00:21:02.273718
CUST1353,In-Person,2.0,Excellent experience,2023-11-06 00:21:02.273726
CUST1354,Email,4.0,Needs improvement,2024-07-19 00:21:02.273730
CUST1355,Phone,3.0,Excellent experience,2024-08-27 00:21:02.273734
CUST1356,Email,5.0,Great service,2023-11-29 00:21:02.273738
CUST1357,Phone,1.0,,2024-05-20 00:21:02.273742
CUST1358,Website,2.0,,2024-01-29 00:21:02.273746
CUST1359,Phone,4.0,Had some issues,2024-06-11 00:21:02.273750
CUST1360,In-Person,1.0,Very satisfied,2023-12-08 00:21:02.273755
CUST1361,Phone,1.0,Could be better,2024-04-06 00:21:02.273759
CUST1362,Phone,1.0,Quick resolution,2024-02-26 00:21:02.273763
CUST1363,Phone,3.0,Great service,2024-06-06 00:21:02.273767
CUST1364,Email,3.0,Loved it,2024-02-01 00:21:02.273771
CUST1365,Website,2.0,Needs improvement,2024-06-19 00:21:02.273775
CUST1366,Phone,3.0,,2024-03-16 00:21:02.273778
CUST1367,In-Person,1.0,Excellent experience,2024-01-20 00:21:02.273782
CUST1368,Phone,4.0,Good support,2024-05-22 00:21:02.273786
CUST1369,Email,1.0,,2024-08-26 00:21:02.273790
CUST1370,Website,2.0,,2024-04-23 00:21:02.273793
CUST1371,Phone,3.0,Excellent experience,2024-01-12 00:21:02.273798
CUST1372,Email,3.0,Great service,2023-11-30 00:21:02.273802
CUST1373,Email,2.0,Good support,2023-11-11 00:21:02.273806
CUST1374,In-Person,3.0,Had some issues,2024-07-16 00:21:02.273810
CUST1375,Phone,4.0,Disappointed,2024-04-28 00:21:02.273815
CUST1376,Website,4.0,Loved it,2024-07-17 00:21:02.273822
CUST1377,Phone,5.0,Very satisfied,2024-02-10 00:21:02.273829
CUST1378,Website,3.0,,2024-01-22 00:21:02.273834
CUST1379,Email,,Good support,2024-07-25 00:21:02.273840
CUST1380,Phone,5.0,Loved it,2024-07-23 00:21:02.273847
CUST1381,Website,,Great service,2024-03-18 00:21:02.273853
CUST1382,Phone,4.0,Good support,2024-03-14 00:21:02.273859
CUST1383,In-Person,4.0,Great service,2024-07-17 00:21:02.273866
CUST1384,Email,,Very satisfied,2024-02-02 00:21:02.273870
CUST1385,Email,1.0,Needs improvement,2024-10-20 00:21:02.273874
CUST1386,In-Person,2.0,Loved it,2024-04-04 00:21:02.273878
CUST1387,In-Person,4.0,Quick resolution,2024-04-27 00:21:02.273882
CUST1388,Email,5.0,,2024-05-11 00:21:02.273885
CUST1389,Email,5.0,Could be better,2024-07-14 00:21:02.273890
CUST1390,Email,3.0,Good support,2024-04-02 00:21:02.273895
CUST1391,Website,2.0,Could be better,2024-06-17 00:21:02.273899
CUST1392,Phone,1.0,,2023-12-03 00:21:02.273902
CUST1393,Website,1.0,Very satisfied,2024-09-15 00:21:02.273907
CUST1394,Email,1.0,Great service,2024-04-14 00:21:02.273911
CUST1395,Website,2.0,Great service,2024-08-26 00:21:02.273915
CUST1396,In-Person,5.0,Disappointed,2023-11-27 00:21:02.273919
CUST1397,In-Person,2.0,Good support,2024-07-15 00:21:02.273923
CUST1398,Website,1.0,Disappointed,2024-08-08 00:21:02.273926
CUST1399,Website,1.0,Loved it,2023-11-28 00:21:02.273930
CUST1400,Website,3.0,Quick resolution,2024-08-21 00:21:02.273935
CUST1401,In-Person,5.0,Had some issues,2024-06-05 00:21:02.273943
CUST1402,Phone,1.0,Quick resolution,2024-01-25 00:21:02.273950
CUST1403,Phone,3.0,Loved it,2024-09-26 00:21:02.273956
CUST1404,Website,1.0,Had some issues,2024-10-10 00:21:02.273962
CUST1405,In-Person,5.0,Very satisfied,2024-08-01 00:21:02.273969
CUST1406,Phone,3.0,Great service,2024-07-20 00:21:02.273975
CUST1407,Phone,1.0,Needs improvement,2024-07-04 00:21:02.273978
CUST1408,Phone,2.0,Excellent experience,2024-04-25 00:21:02.273982
CUST1409,Website,3.0,Not happy with the response,2024-02-17 00:21:02.273986
CUST1410,Website,4.0,Not happy with the response,2024-07-24 00:21:02.273990
CUST1411,In-Person,1.0,Had some issues,2024-08-23 00:21:02.273994
CUST1412,Email,5.0,Quick resolution,2024-06-07 00:21:02.273998
CUST1413,Phone,2.0,Had some issues,2024-02-24 00:21:02.274002
CUST1414,In-Person,4.0,Loved it,2024-02-28 00:21:02.274006
CUST1415,Website,3.0,,2024-01-31 00:21:02.274009
CUST1416,Website,5.0,Great service,2024-02-11 00:21:02.274013
CUST1417,Email,1.0,Loved it,2024-10-12 00:21:02.274017
CUST1418,Email,2.0,,2024-08-20 00:21:02.274021
CUST1419,Email,4.0,Disappointed,2023-12-15 00:21:02.274025
CUST1420,Website,1.0,,2024-01-28 00:21:02.274029
CUST1421,Website,,Excellent experience,2024-02-05 00:21:02.274033
CUST1422,In-Person,,Loved it,2024-03-30 00:21:02.274037
CUST1423,Phone,1.0,Had some issues,2024-07-30 00:21:02.274041
CUST1424,In-Person,3.0,Very satisfied,2024-04-28 00:21:02.274045
CUST1425,Website,2.0,Had some issues,2024-06-05 00:21:02.274049
CUST1426,Email,1.0,,2024-04-25 00:21:02.274053
CUST1427,Website,1.0,Could be better,2024-09-24 00:21:02.274057
CUST1428,Website,3.0,Very satisfied,2024-02-09 00:21:02.274061
CUST1429,Email,5.0,Great service,2024-09-28 00:21:02.274065
CUST1430,In-Person,5.0,Could be better,2024-05-28 00:21:02.274069
CUST1431,Email,5.0,,2023-11-07 00:21:02.274072
CUST1432,Website,3.0,,2024-07-05 00:21:02.274076
CUST1433,Website,5.0,Could be better,2023-11-19 00:21:02.274081
CUST1434,Email,3.0,,2024-03-27 00:21:02.274086
CUST1435,Phone,3.0,Disappointed,2024-01-06 00:21:02.274093
CUST1436,Website,3.0,,2024-06-19 00:21:02.274099
CUST1437,Website,3.0,Quick resolution,2024-03-29 00:21:02.274106
CUST1438,Phone,4.0,,2023-12-25 00:21:02.274112
CUST1439,In-Person,1.0,,2024-08-19 00:21:02.274119
CUST1440,Website,2.0,Not happy with the response,2024-05-05 00:21:02.274124
CUST1441,Email,,Needs improvement,2024-05-05 00:21:02.274127
CUST1442,In-Person,1.0,,2024-03-21 00:21:02.274130
CUST1443,Website,1.0,Very satisfied,2024-01-05 00:21:02.274135
CUST1444,In-Person,1.0,Quick resolution,2024-09-23 00:21:02.274139
CUST1445,Phone,2.0,Could be better,2024-08-26 00:21:02.274143
CUST1446,In-Person,4.0,,2024-08-12 00:21:02.274147
CUST1447,Website,3.0,Very satisfied,2024-05-05 00:21:02.274150
CUST1448,In-Person,4.0,Had some issues,2024-03-16 00:21:02.274154
CUST1449,Email,1.0,Not happy with the response,2023-12-24 00:21:02.274158
CUST1450,Website,3.0,Quick resolution,2023-12-08 00:21:02.274162
CUST1451,Phone,5.0,Had some issues,2024-03-05 00:21:02.274166
CUST1452,In-Person,4.0,Excellent experience,2023-11-16 00:21:02.274169
CUST1453,Website,2.0,Excellent experience,2024-04-18 00:21:02.274174
CUST1454,In-Person,5.0,,2024-01-31 00:21:02.274178
CUST1455,Phone,5.0,,2024-03-14 00:21:02.274181
CUST1456,Phone,3.0,Very satisfied,2024-04-10 00:21:02.274186
CUST1457,Website,3.0,Loved it,2024-08-19 00:21:02.274194
CUST1458,Website,1.0,Disappointed,2024-03-05 00:21:02.274201
CUST1459,Website,4.0,Not happy with the response,2023-11-12 00:21:02.274208
CUST1460,Email,2.0,Not happy with the response,2024-08-12 00:21:02.274216
CUST1461,Email,4.0,Not happy with the response,2024-03-30 00:21:02.274223
CUST1462,Email,,Good support,2024-02-14 00:21:02.274229
CUST1463,Phone,4.0,Loved it,2024-01-09 00:21:02.274236
CUST1464,Phone,1.0,Excellent experience,2024-04-07 00:21:02.274242
CUST1465,Email,2.0,Not happy with the response,2024-03-17 00:21:02.274247
CUST1466,Phone,3.0,Needs improvement,2023-11-15 00:21:02.274251
CUST1467,Website,3.0,,2023-11-08 00:21:02.274255
CUST1468,Email,,Very satisfied,2023-11-25 00:21:02.274258
CUST1469,Phone,2.0,Good support,2024-08-16 00:21:02.274262
CUST1470,In-Person,4.0,Quick resolution,2023-12-19 00:21:02.274266
CUST1471,Phone,4.0,Disappointed,2024-07-27 00:21:02.274270
CUST1472,Website,4.0,,2024-07-19 00:21:02.274273
CUST1473,Phone,1.0,Good support,2024-08-02 00:21:02.274278
CUST1474,In-Person,4.0,,2023-11-28 00:21:02.274284
CUST1475,Website,3.0,Disappointed,2024-04-19 00:21:02.274291
CUST1476,Email,4.0,Loved it,2023-11-10 00:21:02.274297
CUST1477,In-Person,5.0,,2024-08-29 00:21:02.274301
CUST1478,In-Person,3.0,,2024-04-28 00:21:02.274307
CUST1479,Phone,4.0,Disappointed,2024-04-23 00:21:02.274313
CUST1480,Website,5.0,Loved it,2024-08-09 00:21:02.274320
CUST1481,Phone,2.0,,2024-03-20 00:21:02.274326
CUST1482,Email,1.0,Had some issues,2024-04-23 00:21:02.274330
CUST1483,Website,4.0,Needs improvement,2024-02-29 00:21:02.274334
CUST1484,Phone,,,2024-07-16 00:21:02.274338
CUST1485,In-Person,,Excellent experience,2024-08-11 00:21:02.274347
CUST1486,Website,4.0,Very satisfied,2024-01-17 00:21:02.274354
CUST1487,Email,5.0,Not happy with the response,2024-02-02 00:21:02.274361
CUST1488,Email,4.0,Quick resolution,2024-09-14 00:21:02.274380
CUST1489,Phone,1.0,Not happy with the response,2024-09-22 00:21:02.274388
CUST1490,Website,1.0,Had some issues,2024-07-21 00:21:02.274394
CUST1491,In-Person,5.0,Could be better,2023-12-26 00:21:02.274399
CUST1492,Phone,2.0,Disappointed,2024-05-10 00:21:02.274403
CUST1493,In-Person,2.0,Excellent experience,2024-06-10 00:21:02.274407
CUST1494,In-Person,5.0,Loved it,2024-09-18 00:21:02.274411
CUST1495,Phone,4.0,Excellent experience,2023-12-06 00:21:02.274416
CUST1496,Phone,2.0,Not happy with the response,2024-07-02 00:21:02.274421
CUST1497,Website,5.0,Loved it,2024-04-07 00:21:02.274427
CUST1498,Website,1.0,Excellent experience,2023-11-16 00:21:02.274434
CUST1499,In-Person,4.0,Great service,2024-09-19 00:21:02.274440
CUST1500,Website,3.0,Good support,2024-04-16 00:21:02.274447
CUST1501,Phone,2.0,Not happy with the response,2024-06-13 00:21:02.274453
CUST1502,In-Person,2.0,Needs improvement,2024-05-14 00:21:02.274459
CUST1503,Email,,Needs improvement,2024-10-28 00:21:02.274466
CUST1504,Email,2.0,Great service,2024-03-31 00:21:02.274472
CUST1505,Phone,2.0,Excellent experience,2024-08-16 00:21:02.274478
CUST1506,In-Person,,Very satisfied,2024-04-29 00:21:02.274484
CUST1507,Phone,,Had some issues,2024-03-31 00:21:02.274491
CUST1508,Email,1.0,Very satisfied,2024-08-30 00:21:02.274497
CUST1509,Phone,4.0,,2023-11-15 00:21:02.274503
CUST1510,In-Person,4.0,Needs improvement,2024-09-30 00:21:02.274509
CUST1511,Phone,1.0,,2024-05-01 00:21:02.274513
CUST1512,In-Person,2.0,Loved it,2024-08-24 00:21:02.274517
CUST1513,Email,1.0,Could be better,2024-03-25 00:21:02.274520
CUST1514,In-Person,2.0,Disappointed,2023-11-20 00:21:02.274524
CUST1515,Website,1.0,Could be better,2024-09-03 00:21:02.274528
CUST1516,Website,4.0,Could be better,2024-07-02 00:21:02.274532
CUST1517,In-Person,2.0,Disappointed,2023-12-30 00:21:02.274536
CUST1518,In-Person,1.0,Loved it,2024-06-04 00:21:02.274540
CUST1519,Phone,5.0,,2024-04-19 00:21:02.274544
CUST1520,In-Person,2.0,Very satisfied,2024-07-05 00:21:02.274548
CUST1521,Website,1.0,Great service,2024-05-05 00:21:02.274552
CUST1522,In-Person,5.0,Good support,2023-11-22 00:21:02.274556
CUST1523,Phone,1.0,,2024-10-02 00:21:02.274560
CUST1524,Email,1.0,Quick resolution,2024-02-20 00:21:02.274564
CUST1525,In-Person,5.0,Quick resolution,2023-11-12 00:21:02.274571
CUST1526,Website,,Disappointed,2024-08-19 00:21:02.274577
CUST1527,In-Person,,,2024-07-24 00:21:02.274582
CUST1528,Phone,4.0,Loved it,2023-11-23 00:21:02.274589
CUST1529,Email,4.0,Had some issues,2024-10-07 00:21:02.274596
CUST1530,Phone,,Needs improvement,2023-12-28 00:21:02.274605
CUST1531,Email,2.0,,2023-11-09 00:21:02.274608
CUST1532,Phone,2.0,Not happy with the response,2024-02-12 00:21:02.274612
CUST1533,In-Person,2.0,Excellent experience,2024-09-06 00:21:02.274616
CUST1534,Email,4.0,Very satisfied,2024-06-24 00:21:02.274620
CUST1535,Email,5.0,Needs improvement,2024-01-20 00:21:02.274625
CUST1536,Phone,3.0,Disappointed,2023-11-26 00:21:02.274629
CUST1537,Email,5.0,,2024-10-30 00:21:02.274632
CUST1538,Phone,,Could be better,2024-08-06 00:21:02.274636
CUST1539,Email,4.0,Had some issues,2024-04-06 00:21:02.274640
CUST1540,In-Person,1.0,Very satisfied,2024-02-22 00:21:02.274644
CUST1541,Email,5.0,Quick resolution,2024-10-01 00:21:02.274648
CUST1542,Website,3.0,Good support,2024-03-17 00:21:02.274652
CUST1543,Email,3.0,Excellent experience,2023-12-23 00:21:02.274655
CUST1544,Phone,5.0,Had some issues,2024-01-31 00:21:02.274659
CUST1545,Phone,4.0,,2024-02-02 00:21:02.274663
CUST1546,In-Person,1.0,Great service,2023-12-05 00:21:02.274667
CUST1547,Website,3.0,,2024-02-08 00:21:02.274672
CUST1548,Phone,1.0,Could be better,2023-11-07 00:21:02.274679
CUST1549,In-Person,,Good support,2024-04-08 00:21:02.274687
CUST1550,In-Person,1.0,Good support,2024-08-29 00:21:02.274693
CUST1551,Website,,Quick resolution,2023-12-02 00:21:02.274698
CUST1552,Phone,3.0,Quick resolution,2023-11-13 00:21:02.274705
CUST1553,In-Person,3.0,Had some issues,2024-08-28 00:21:02.274712
CUST1554,Email,2.0,Not happy with the response,2024-04-11 00:21:02.274718
CUST1555,Email,2.0,Needs improvement,2024-06-23 00:21:02.274725
CUST1556,Email,,Excellent experience,2023-11-11 00:21:02.274731
CUST1557,Email,3.0,,2023-11-07 00:21:02.274735
CUST1558,Phone,4.0,Loved it,2024-06-05 00:21:02.274739
CUST1559,In-Person,2.0,,2024-04-12 00:21:02.274743
CUST1560,Website,5.0,Needs improvement,2024-09-14 00:21:02.274747
CUST1561,Phone,1.0,Had some issues,2024-08-31 00:21:02.274751
CUST1562,Phone,3.0,Loved it,2024-09-23 00:21:02.274755
CUST1563,In-Person,1.0,,2024-10-03 00:21:02.274758
CUST1564,Phone,4.0,Very satisfied,2024-05-20 00:21:02.274762
CUST1565,Email,,Could be better,2024-01-17 00:21:02.274767
CUST1566,Website,4.0,Quick resolution,2023-11-22 00:21:02.274774
CUST1567,Website,2.0,Excellent experience,2024-06-15 00:21:02.274780
CUST1568,Website,1.0,Disappointed,2024-07-03 00:21:02.274787
CUST1569,In-Person,5.0,Very satisfied,2024-06-15 00:21:02.274794
CUST1570,Website,2.0,Good support,2024-07-01 00:21:02.274799
CUST1571,Email,3.0,Needs improvement,2024-05-13 00:21:02.274803
CUST1572,In-Person,2.0,,2024-01-05 00:21:02.274807
CUST1573,Phone,,Excellent experience,2024-10-07 00:21:02.274814
CUST1574,Website,5.0,Could be better,2024-09-15 00:21:02.274818
CUST1575,Phone,3.0,Great service,2024-07-16 00:21:02.274822
CUST1576,Website,2.0,,2024-01-07 00:21:02.274829
CUST1577,In-Person,3.0,Great service,2023-11-11 00:21:02.274836
CUST1578,In-Person,5.0,,2024-08-01 00:21:02.274841
CUST1579,Website,2.0,Very satisfied,2024-10-08 00:21:02.274848
CUST1580,Phone,1.0,Great service,2024-05-20 00:21:02.274852
CUST1581,Phone,3.0,Not happy with the response,2024-10-06 00:21:02.274856
CUST1582,Email,2.0,Good support,2024-05-03 00:21:02.274861
CUST1583,Email,4.0,Not happy with the response,2024-06-04 00:21:02.274865
CUST1584,In-Person,2.0,Quick resolution,2023-12-14 00:21:02.274868
CUST1585,Website,2.0,Good support,2023-11-16 00:21:02.274872
CUST1586,In-Person,5.0,Quick resolution,2024-06-01 00:21:02.274876
CUST1587,In-Person,1.0,Disappointed,2024-04-19 00:21:02.274880
CUST1588,Email,3.0,Disappointed,2024-07-15 00:21:02.274884
CUST1589,Email,2.0,Very satisfied,2024-07-07 00:21:02.274888
CUST1590,In-Person,2.0,Very satisfied,2023-11-09 00:21:02.274894
CUST1591,In-Person,3.0,Very satisfied,2024-05-10 00:21:02.274901
CUST1592,In-Person,1.0,,2024-03-26 00:21:02.274907
CUST1593,Website,4.0,Quick resolution,2024-05-10 00:21:02.274928
CUST1594,Website,4.0,Disappointed,2023-12-08 00:21:02.274935
CUST1595,Phone,1.0,Great service,2024-06-08 00:21:02.274942
CUST1596,Email,1.0,,2024-08-10 00:21:02.274945
CUST1597,Website,1.0,Very satisfied,2024-05-16 00:21:02.274949
CUST1598,Website,4.0,Could be better,2023-12-31 00:21:02.274953
CUST1599,Website,1.0,Had some issues,2024-04-10 00:21:02.274958
CUST1600,In-Person,3.0,Great service,2024-04-18 00:21:02.274962
CUST1601,Website,3.0,,2024-09-22 00:21:02.274965
CUST1602,In-Person,5.0,Very satisfied,2024-10-23 00:21:02.274969
CUST1603,Phone,3.0,Needs improvement,2024-09-07 00:21:02.274973
CUST1604,In-Person,4.0,Loved it,2024-06-23 00:21:02.274976
CUST1605,Email,4.0,,2024-04-24 00:21:02.274980
CUST1606,In-Person,1.0,Needs improvement,2024-06-24 00:21:02.274984
CUST1607,Phone,5.0,,2023-11-15 00:21:02.274987
CUST1608,Email,,Good support,2024-04-08 00:21:02.274991
CUST1609,Phone,4.0,Quick resolution,2024-02-05 00:21:02.274994
CUST1610,Website,2.0,Very satisfied,2024-04-17 00:21:02.275000
CUST1611,Email,5.0,Loved it,2023-12-24 00:21:02.275004
CUST1612,Phone,4.0,,2024-08-12 00:21:02.275008
CUST1613,Phone,2.0,,2024-09-26 00:21:02.275013
CUST1614,Website,2.0,Excellent experience,2024-05-26 00:21:02.275020
CUST1615,Email,,Good support,2024-05-23 00:21:02.275025
CUST1616,In-Person,1.0,Disappointed,2024-01-10 00:21:02.275031
CUST1617,Website,2.0,,2024-01-09 00:21:02.275037
CUST1618,Email,5.0,Excellent experience,2024-02-05 00:21:02.275045
CUST1619,In-Person,3.0,Needs improvement,2024-01-18 00:21:02.275052
CUST1620,Website,,Could be better,2023-12-25 00:21:02.275058
CUST1621,Website,,Not happy with the response,2023-11-18 00:21:02.275061
CUST1622,Phone,,Excellent experience,2024-04-29 00:21:02.275065
CUST1623,Email,3.0,Needs improvement,2023-11-15 00:21:02.275069
CUST1624,Email,2.0,,2024-03-24 00:21:02.275072
CUST1625,In-Person,4.0,Very satisfied,2024-08-01 00:21:02.275076
CUST1626,Website,4.0,Good support,2024-04-28 00:21:02.275080
CUST1627,Email,2.0,,2023-11-08 00:21:02.275084
CUST1628,Website,5.0,Great service,2024-08-09 00:21:02.275088
CUST1629,Phone,2.0,Had some issues,2024-10-20 00:21:02.275091
CUST1630,Website,,Had some issues,2024-06-18 00:21:02.275095
CUST1631,In-Person,5.0,Very satisfied,2023-11-23 00:21:02.275098
CUST1632,Email,4.0,Could be better,2024-03-08 00:21:02.275102
CUST1633,In-Person,3.0,Very satisfied,2024-06-13 00:21:02.275106
CUST1634,Email,2.0,Had some issues,2024-07-15 00:21:02.275111
CUST1635,Phone,3.0,Good support,2024-10-26 00:21:02.275118
CUST1636,Email,2.0,Disappointed,2024-11-01 00:21:02.275124
CUST1637,Phone,3.0,Loved it,2024-06-18 00:21:02.275130
CUST1638,Website,3.0,Had some issues,2024-03-12 00:21:02.275137
CUST1639,In-Person,5.0,Very satisfied,2024-11-02 00:21:02.275143
CUST1640,In-Person,5.0,Excellent experience,2023-11-21 00:21:02.275147
CUST1641,Email,3.0,Loved it,2024-05-23 00:21:02.275151
CUST1642,In-Person,3.0,,2024-02-15 00:21:02.275154
CUST1643,Phone,5.0,Not happy with the response,2023-11-23 00:21:02.275160
CUST1644,Phone,4.0,Excellent experience,2024-04-05 00:21:02.275166
CUST1645,Website,1.0,Disappointed,2024-07-31 00:21:02.275175
CUST1646,In-Person,2.0,Loved it,2024-03-07 00:21:02.275186
CUST1647,In-Person,2.0,Good support,2024-08-05 00:21:02.275193
CUST1648,In-Person,,,2024-06-26 00:21:02.275198
CUST1649,Phone,3.0,Had some issues,2024-05-08 00:21:02.275205
CUST1650,Phone,3.0,Not happy with the response,2024-04-29 00:21:02.275212
CUST1651,In-Person,4.0,Needs improvement,2024-10-09 00:21:02.275218
CUST1652,Email,2.0,Loved it,2024-04-24 00:21:02.275225
CUST1653,In-Person,2.0,,2024-07-26 00:21:02.275231
CUST1654,In-Person,5.0,Needs improvement,2024-08-24 00:21:02.275237
CUST1655,In-Person,2.0,Needs improvement,2024-05-19 00:21:02.275243
CUST1656,Phone,1.0,,2024-06-18 00:21:02.275249
CUST1657,Phone,2.0,Could be better,2024-02-29 00:21:02.275256
CUST1658,Email,4.0,Quick resolution,2024-03-31 00:21:02.275267
CUST1659,Website,1.0,Not happy with the response,2024-10-29 00:21:02.275274
CUST1660,In-Person,5.0,,2023-11-25 00:21:02.275280
CUST1661,Email,2.0,Not happy with the response,2024-05-30 00:21:02.275286
CUST1662,Phone,5.0,Could be better,2024-10-03 00:21:02.275293
CUST1663,Email,3.0,Good support,2024-01-05 00:21:02.275299
